subID,duration_of_look,object_attended,overlapping_pbehaviors,prop_of_look_inSmiling
7233,1.3,2,1,0.394930615
7233,1.333,3,1,0.387907312
7233,1.36,1,2,0.587984261
7233,1.37,1,3,0.422578814
7233,1.4,2,5,0.333597268
7233,1.43,1,1,0.46908758
7233,1.46,2,1,0.561518632
7233,1.46,1,5,0.64482076
7233,1.467,1,3,0.57349687
7233,1.6,1,5,0.465839319
7233,1.76,1,2,0.46132572
7233,2,1,3,0.428995404
7233,2.17,1,1,0.674638294
7233,2.266,1,3,0.656920495
7233,2.3,3,5,0.491217459
7233,2.57,3,2,0.387336228
7233,2.63,1,5,0.538847723
7233,2.87,1,3,0.592755979
7233,3.17,1,3,0.327804516
7233,3.234,1,3,0.583379458
7233,3.26,3,1,0.468827026
7233,3.4,1,5,0.619100193
7233,3.47,3,3,0.435974852
7233,3.77,1,5,0.49633669
7233,4,1,2,0.438926338
7233,4.4,1,5,0.364727527
7233,4.63,3,2,0.496223082
7233,4.633,1,4,0.661803134
7233,4.9,1,3,0.532123276
7233,5.54,2,5,0.498694687
7233,6.533,3,3,0.386762979
7233,7.133,3,5,0.377165938
7233,7.4,2,4,0.505055109
7233,9.27,1,5,0.307939992
